Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainTomorrow
15/07/09,CoffsHarbour,5.1,17.9,0,2.4,4.5,NW,30,NW,NNW,13,11,57,58,1011.1,1009.1,5,7,14.1,14.8,No
28/03/16,Perth,13.2,26,0,3.2,10.9,ESE,30,SE,SE,9,11,68,42,1024.1,1021.9,1,1,19.5,25,No
13/05/13,Darwin,24.4,33.7,0,6.6,9.4,ENE,28,E,N,15,15,74,57,1012.8,1008.9,3,7,28.1,31.8,No
14/06/10,Watsonia,4.8,14.5,0,1.2,6.5,ENE,15,NE,E,7,4,93,53,1034.6,1031.7,6,5,6,13.6,No
7/9/2011,WaggaWagga,0.3,14.3,5,2.2,10.3,SW,28,ENE,W,9,15,99,41,1022.2,1020.3,8,4,3.8,13.8,No
21/09/09,Watsonia,5.9,19.4,0,4,7.6,ENE,37,E,NE,4,9,76,48,1014.5,1006.5,1,7,11.9,18.2,Yes
7/10/2013,Sale,6.2,16.8,0,1.4,10.4,W,31,WNW,SSE,15,11,80,52,1014.6,1012.7,1,2,11,15.6,No
19/02/10,SydneyAirport,20.3,25.6,0,7.2,8,ESE,31,ESE,E,26,15,54,47,1024.8,1023,5,7,23.4,24.9,No
15/07/15,MelbourneAirport,2.4,9.3,6.8,3,2.7,SSE,24,N,WSW,9,6,80,66,1016.9,1018.6,7,7,5.5,8.5,No
10/7/2011,MelbourneAirport,4.9,13.4,0,2.4,1.2,WNW,63,NW,W,26,39,56,90,1011.9,1010.6,4,7,10.5,10.4,Yes
10/6/2017,Sydney,12.5,18.1,38.8,3.6,0.2,SSE,50,SE,SSE,17,15,85,70,1031.9,1030.2,7,7,15.8,17.5,Yes
9/9/2011,Townsville,16.4,28.1,0,6.2,7.2,SSW,50,NW,N,15,13,74,43,1016.3,1011.3,6,1,22.9,27.4,No
17/09/10,PerthAirport,11.4,21.8,0,7.4,10.9,E,63,E,ESE,28,24,53,29,1031.2,1028.6,1,1,15.6,21.3,No
19/09/16,Mildura,3.3,17.6,0,4,6.9,NNW,31,E,NNW,2,15,76,40,1016.4,1012.1,3,1,9.9,16.6,No
5/12/2009,PerthAirport,18.9,37.2,0,11.2,13.1,E,52,ENE,WSW,13,28,34,21,1014.1,1012,1,2,29.7,34.1,No
10/7/2016,Perth,8.4,16.4,29.8,4,6.4,SSW,35,SSW,SW,15,19,85,67,1014.1,1014.9,6,5,12,14.2,Yes
17/07/12,MountGambier,7.2,15.6,1.4,1.6,6,N,52,N,NNW,26,31,72,60,1017.4,1014.2,3,7,9.3,13.6,Yes
5/9/2013,Cairns,18.2,27.3,16.6,9,7.8,SE,72,SE,SSE,35,39,59,52,1021.1,1018.9,2,3,24,24.4,Yes
30/06/14,Moree,5.2,15.2,0,4,8.5,WSW,46,WSW,WSW,13,28,66,39,1021.6,1020.9,1,4,8.9,13.1,No
31/03/14,Cairns,24.7,31.1,0.2,5.8,10.5,SE,44,SSE,SE,26,30,71,59,1013.7,1011,2,1,28.5,30.5,Yes
25/07/09,PerthAirport,5.2,15.6,1.8,4.2,8.7,W,48,SSW,S,7,17,76,38,1027.4,1027.6,1,4,9.7,14.9,No
17/01/13,Woomera,26.1,43.6,0,17.2,12.2,N,50,N,N,24,26,21,15,1005.9,1002.8,0,2,35,42.4,No
22/06/13,Darwin,21.8,29.6,0,9.2,0.1,ESE,39,SE,E,24,24,36,31,1014.4,1012.2,7,7,24.1,28.9,No
5/8/2010,Moree,3.3,19,0,2.3,9.5,WSW,31,N,SW,11,15,74,45,1019.9,1017,1,5,10.7,16.5,No
21/11/16,Perth,10.2,21.8,0,7.4,12.6,SSW,37,ESE,SW,9,17,49,40,1020.9,1018.2,7,6,17.3,20.5,No
23/04/16,Darwin,24.9,35.5,0,8,9.8,E,52,SSE,ENE,13,20,63,34,1012.4,1008.7,5,5,29.8,34.7,No
22/08/13,Brisbane,6.8,21.9,0,6,10.8,W,22,SSW,W,6,6,41,22,1018.2,1014.3,1,3,15,21.4,No
25/08/11,Perth,5.3,19,0.2,3.2,10.4,SW,28,ENE,SW,9,6,61,36,1029.7,1026.1,2,2,13.4,17.9,No
10/7/2014,Nuriootpa,5.6,12.3,22.9,2.1,7.2,W,50,W,WSW,11,20,93,84,1016.9,1018.1,6,7,7.5,9.9,No
23/10/16,Melbourne,7.9,14.1,8.8,5.6,6,SSW,37,WSW,SSW,7,20,86,53,1025.8,1025.6,7,7,9.5,12.9,No
13/05/12,SydneyAirport,10.1,18.1,0,5.4,10.1,W,69,W,W,41,41,39,35,1013.6,1011.9,1,1,14.3,17.2,No
15/08/13,Melbourne,7.4,17.9,1.2,3,7.8,N,54,WNW,N,20,26,64,51,1020.5,1018.6,2,7,10.7,16.1,No
5/8/2013,AliceSprings,3,23.8,0,4.6,10.7,NE,20,NW,NNE,4,6,45,18,1023.4,1018.4,0,0,13.2,23.3,No
27/08/15,Mildura,7.6,17.9,0,2.4,8.4,SSW,35,SW,SSW,9,15,84,33,1024.1,1022.2,7,4,10.3,17.6,No
30/07/15,Watsonia,7.5,12,0,2.8,2.6,N,70,NNE,N,24,24,65,62,1020.9,1014.5,7,7,10,10.9,No
18/10/16,Hobart,7.3,15.7,0,6.4,9.7,NW,57,NW,NW,15,28,69,42,999.9,999,7,4,9.6,14.1,No
11/11/2012,Townsville,19.6,31.4,0.6,2.4,11.1,ESE,52,SSE,NE,11,31,60,61,1015.5,1012.6,5,1,28.1,29.1,Yes
23/11/12,Sale,8.7,20.5,0,5,9.1,SE,46,SSW,ESE,11,24,71,63,1021.1,1018,8,8,14.9,19.9,No
9/12/2011,WaggaWagga,15,28.6,0,8.4,10.7,ENE,39,NE,NE,24,17,53,35,1012.7,1009.4,3,7,20.6,27.2,No
1/12/2010,AliceSprings,10.6,29.4,0,11.2,11.6,S,31,NE,SE,9,13,19,13,1009.5,1005.3,7,6,24,28.1,No
5/1/2012,Portland,8.6,19.5,0,5.8,11.9,SW,35,S,SW,11,19,51,41,1020.2,1020.3,7,6,16,17.9,No
14/11/13,Darwin,22.8,34.3,31.8,8.6,10.2,NE,54,ENE,N,19,11,70,57,1010.3,1007.2,7,7,28.2,32.7,Yes
22/07/14,NorfolkIsland,12.4,16.7,4.6,3.6,6.1,SW,41,S,S,19,24,80,49,1017.3,1014.7,7,1,13.6,16,Yes
20/03/13,Mildura,10.1,33.1,0,7,9.4,NW,39,ENE,NW,7,24,42,7,1017.9,1013.2,1,6,17.4,31.3,No
23/01/12,Brisbane,21.1,27.5,0.6,6.6,0.5,SSE,30,ESE,ESE,9,7,73,91,1013.6,1012.7,7,8,26.6,23.2,Yes
28/09/09,Brisbane,8.7,25.6,0,10.6,11.6,WNW,44,W,W,19,24,27,14,1011.7,1006.2,0,0,18.8,24.8,No
3/4/2013,PerthAirport,16.8,34.3,0,7.6,10.5,ENE,43,ENE,NNE,20,13,34,25,1016,1012.9,1,1,25.4,34,No
5/11/2009,WaggaWagga,4.7,27.8,0,9.2,13.3,NE,44,N,WNW,6,9,49,19,1020.8,1017.4,1,1,14.9,25.5,No
1/3/2011,AliceSprings,22.7,34.7,3.8,8.4,7,ENE,44,NNE,E,11,26,66,37,1006.5,1002.9,7,7,27.9,32.6,No
11/3/2017,PerthAirport,15.4,30.4,0,7.4,10.9,ENE,57,E,ESE,37,24,55,26,1016.9,1013.4,2,3,19.6,30.4,No
10/4/2013,Mildura,11.8,31.5,0,6.8,10.8,S,43,SSW,WSW,6,13,47,14,1022.5,1019.2,0,1,17.9,30.8,No
4/4/2009,Nuriootpa,10.1,20.2,0,6.4,3.5,WSW,31,SW,SW,6,11,61,38,1026.7,1024.8,2,7,13.4,18.4,No
20/02/14,Woomera,13,25,0,14.8,12,SSW,50,SSE,SSW,26,24,52,24,1017.5,1016.6,1,0,15.7,23.3,No
28/01/16,Sydney,21.4,27.6,0.4,5.6,6.7,NNE,39,N,ENE,17,15,74,64,1008.2,1004.7,7,7,23.5,27.2,No
28/02/12,MelbourneAirport,16.2,19.6,27.8,1.4,0,SSE,39,S,SSE,11,28,99,75,1015.3,1015.5,8,8,16.9,18.8,No
6/8/2011,Darwin,19.5,31,0,7.4,7.5,ENE,48,ENE,ENE,24,17,64,30,1015.1,1010.6,7,1,23.8,30.1,No
18/08/15,Woomera,7.3,21.7,0,4.4,10,SE,28,ENE,N,17,11,71,21,1024.1,1020.7,2,0,11.8,20.7,No
30/07/10,Hobart,5.6,16.3,1.6,0.8,6.2,NW,35,NNW,NNE,17,9,94,56,1010.1,1005.5,3,6,6.2,14.1,No
7/8/2013,Cairns,12.2,27.2,0,7.8,10.8,E,35,SE,E,11,24,59,28,1018.1,1013.7,1,0,21,26.3,No
23/06/12,WaggaWagga,-0.3,10.3,1.2,1.2,3.2,WSW,26,NW,WSW,7,15,100,66,1025.5,1025.8,8,6,1.8,9.1,No
11/7/2010,Canberra,5.6,14.6,0,0.4,3.7,NNW,41,N,WNW,26,20,94,56,1021.4,1020.1,8,6,10.6,13.3,No
27/01/09,Hobart,14.4,28.9,0,6.8,13.4,SSW,44,N,SE,24,26,55,45,1019.1,1014.3,1,0,19.2,24.7,No
2/4/2010,Perth,16.7,28.5,0,7.2,10.2,SSW,37,NNE,WSW,4,15,54,55,1007.9,1006.3,2,1,24.7,24.6,No
5/7/2009,Hobart,6.3,9.8,2.2,2.6,6,WSW,52,WSW,WNW,13,15,60,47,1014.6,1014,4,1,7.2,9.5,Yes
10/8/2010,Mildura,8.1,11.5,0.2,3.8,2.3,W,39,SSE,WSW,17,17,90,87,1009.9,1007.8,7,7,9.9,10.3,Yes
25/04/14,Cairns,23.1,26.8,52.4,6.4,0.5,SE,39,S,SE,17,17,91,96,1012.7,1010.3,7,8,24.8,24.3,Yes
11/9/2013,MelbourneAirport,6.3,15.8,0,3.4,6.4,W,46,W,W,31,30,56,37,1011.1,1011.3,1,7,12.7,15,No
15/06/12,Moree,6.3,22.4,0,2.8,10.2,ENE,26,NE,N,20,13,74,34,1019.8,1016.7,0,1,13.1,21.8,No
3/6/2014,Sydney,10.5,20.3,0,1.8,9.9,W,39,WSW,WNW,9,17,70,42,1018.4,1016.2,1,1,13.2,19.5,No
30/09/10,Canberra,-1.9,14.8,0.6,3.8,10.5,NNW,31,NW,NNW,6,24,57,38,1025.3,1022.4,1,6,7.9,14,No
19/05/13,Cairns,23,26.6,0.8,2.2,1.8,SE,46,SSE,SE,19,33,84,76,1017.1,1014,8,7,23.7,25.6,No
19/09/11,Williamtown,11.6,26.1,0,8.4,9.6,NE,30,NE,ENE,15,19,67,60,1021,1014.2,1,0,20.1,24.2,No
11/1/2013,AliceSprings,21.2,44.1,0,14.8,13.1,ENE,35,ENE,SSW,19,15,7,7,1003.4,1000.2,0,1,35.6,42.3,No
19/07/09,Watsonia,5.6,14.6,0,3,9.1,N,54,N,N,22,26,70,61,1016.9,1015.2,4,7,11.2,14.2,No
26/03/15,Hobart,8.9,17.3,11.4,3.6,4.9,NNW,43,S,NNW,11,20,96,49,1011.2,1009.8,8,5,10.2,16.8,Yes
1/8/2014,WaggaWagga,4.5,9.4,0,3.8,3.3,W,54,WNW,WNW,17,28,85,78,1011.9,1011.3,7,6,6,8.3,Yes
28/12/15,Perth,18.7,41.6,0,12.4,13.2,SSW,31,NE,SW,13,19,14,12,1013.9,1010.8,0,1,34.7,38.2,No
2/11/2010,Nuriootpa,9.1,18.7,0.4,5,10.2,WSW,37,W,WSW,17,24,83,53,1022.4,1021.2,5,6,12.9,16.3,No
3/6/2015,SydneyAirport,6.7,16.5,0,3.2,8.8,WNW,37,WNW,S,20,20,52,63,1023,1020.7,1,6,10.5,15.5,No
24/10/10,Cairns,23.1,30.3,0,6.2,11.3,SE,39,SSE,SE,24,28,67,60,1014.7,1011.8,2,4,27.7,29,No
1/7/2013,CoffsHarbour,13.1,19.3,45.6,1.6,1.3,S,65,SW,S,28,39,96,75,1019.2,1016.9,8,7,14.2,18.8,Yes
27/02/14,SydneyAirport,20.3,21.8,6.2,5.2,0.2,S,54,S,SSE,33,35,90,83,1017.3,1019.2,7,7,21.3,20.7,No
26/10/11,Darwin,23.6,32.4,3.4,4.4,10.6,NW,30,NE,NNW,7,19,72,75,1011.8,1008.2,6,6,29.3,29.5,Yes
20/01/14,Darwin,24.1,30.5,40.6,3.4,3.5,W,50,W,W,15,19,79,80,1006.2,1004.1,7,8,29.5,29.3,Yes
17/02/10,Moree,18.9,33.6,0,9.2,12.5,S,37,E,SSW,17,13,63,38,1012.3,1009.8,1,4,25.1,31.7,No
12/3/2012,CoffsHarbour,17.7,22.2,0,4,0.7,SSE,22,SW,WNW,13,9,81,86,1019.1,1019.8,6,8,20.8,21.6,Yes
15/01/16,Sydney,14.3,21.7,34,12.2,2.7,S,54,W,S,19,22,92,71,1024.4,1024,8,7,14.5,19.4,Yes
13/08/10,Sale,3,15,0.6,2.6,6.6,W,28,W,S,15,7,87,51,1016.1,1013.1,6,2,9.9,13.8,No
21/12/16,Hobart,10.9,19.5,0,4.4,9,WSW,80,W,WSW,22,19,37,30,1006.7,1009.3,5,2,14.4,17.7,No
21/07/15,Williamtown,3.5,19.1,0.2,1.8,6.1,ENE,26,NW,NE,13,13,97,53,1033.4,1029.7,7,4,7.7,18.1,No
24/03/12,AliceSprings,8.9,26.3,0,10.4,11.5,SE,54,ESE,ESE,31,20,43,26,1017,1012.7,0,1,19.1,24.8,No
1/10/2012,Sydney,9.8,19.9,0,6.8,9.8,SSE,30,WNW,E,11,20,51,53,1027.9,1025.5,1,1,16.4,18,No
19/05/12,Sale,6.7,14.6,0,0.8,0.8,WSW,39,WNW,W,13,17,99,64,1022.9,1023.1,7,8,9.5,14.4,No
18/10/12,Cairns,20.4,30.4,0,10,11.1,ESE,44,SE,SE,26,28,55,44,1016.4,1013.4,1,1,26.9,28.5,Yes
30/08/16,SydneyAirport,11.4,21.5,0,3.2,4.4,NE,39,NW,NNE,15,20,65,54,1026.9,1022.8,7,6,14.7,20.4,No
17/11/14,Hobart,10.2,18.2,0,3.4,11.3,W,72,WNW,WNW,33,9,34,32,1003.2,1005,2,3,13.9,15.6,No
4/12/2014,Woomera,16.9,32.9,0,12,12.5,SW,43,S,SW,20,24,64,11,1013.2,1010.5,0,0,19.5,30.7,No
4/8/2015,Hobart,2.9,11.7,5,1,4.6,WNW,83,NNE,NW,24,30,62,65,1010.6,1002.6,7,7,5.8,9.4,Yes
10/9/2014,Watsonia,9.6,19.1,7.8,4,8.1,W,39,WNW,NW,15,19,65,39,1011.2,1010.8,1,5,13.5,17.9,Yes
17/06/14,Sydney,10,19.8,0,4.4,9.1,WSW,43,W,SSW,20,19,63,46,1023.4,1024,1,5,13.5,17.8,No
6/10/2010,MountGambier,2.5,20.2,0,0.6,7.8,WSW,74,WNW,W,13,39,78,62,1015.9,1013.7,1,7,13.8,15,Yes
3/5/2010,Cairns,22.8,28.8,8.4,4.6,3.6,ESE,44,SSE,SE,20,30,98,77,1016.3,1013.2,7,3,23.1,27.7,Yes
1/4/2010,Darwin,23.7,33.5,0,6.4,10.6,SSE,39,SSE,SSW,17,17,59,44,1008.7,1005.1,5,7,28.4,32.5,No
30/12/16,Perth,13.1,23.2,0,7,13.1,SSW,50,N,SW,4,24,52,50,1008.9,1008.3,1,2,21.1,22,No
6/12/2011,Cairns,23.7,31.4,0,5.4,10,NE,30,ESE,NE,9,17,64,74,1007.9,1004.7,2,6,29.8,29.2,No
21/07/10,Melbourne,5.7,14.4,5.6,1.6,8,SSE,22,N,SSE,4,15,88,67,1029.7,1028.7,2,4,8,13.5,No
27/07/10,Nuriootpa,5.3,12.7,0,1.6,7.3,ENE,35,ENE,E,20,19,85,67,1031.8,1028,7,6,6.6,11.9,No
28/06/14,WaggaWagga,7.9,11.8,0.4,1.8,0.4,NNW,43,N,NNW,17,19,77,72,1003.6,1000.4,7,7,8.5,10.6,Yes
5/2/2009,Perth,17.1,30.8,0,11.2,12.9,SW,46,E,SW,11,26,55,46,1011.2,1007.2,0,0,20.9,26.7,No
9/3/2010,Canberra,15.4,22.3,3.6,6.8,10.6,NW,44,NW,WNW,22,24,72,53,1013.4,1013.5,3,3,16.6,21.5,No
28/09/09,MelbourneAirport,7.7,13.7,0.8,3.6,2.9,WSW,50,SW,SW,24,13,95,54,1015.2,1013.6,7,7,8.8,12.6,No
25/07/15,Portland,7.3,12.8,7.8,2.8,3.6,NW,81,NNW,NNW,20,35,82,72,1010.9,1006.3,8,8,8.7,12.2,Yes
24/04/10,Darwin,26,33.9,0,4.8,11.1,WNW,31,S,NW,15,17,76,64,1012.3,1008.4,1,3,28.9,31.1,No
16/04/15,Cairns,22.8,30.6,1.4,4,10.8,SE,52,SSE,ESE,24,37,68,56,1018.7,1015,4,3,27.2,29.1,Yes
14/12/13,Cairns,24,30.9,1.8,4.2,5.7,SE,30,SE,NE,13,17,63,82,1011.1,1008.3,4,4,29.7,29.7,Yes
23/02/09,Woomera,18.1,36.9,0,12.6,12.5,SE,44,WSW,W,4,19,17,7,1012.3,1011.1,1,1,25.6,36.3,No
1/1/2017,Brisbane,24.8,34.7,0,9.8,12.2,NE,39,N,NE,7,13,55,62,1006.5,1004.3,1,2,31.4,31.6,No
22/05/11,Portland,12.8,17.7,0.8,3.8,2.9,N,37,NNE,N,15,17,89,69,1005.6,1001.3,8,6,12.9,16.5,Yes
23/09/12,Portland,8.1,13.7,1.8,5.2,9,W,63,WNW,WSW,35,28,74,79,1007.1,1008.3,8,8,11.5,11.8,Yes
4/5/2009,WaggaWagga,4.4,20.1,0,2.2,10.5,WSW,28,NE,WSW,6,13,73,31,1029.9,1027.2,0,1,11.5,19.6,No
6/9/2009,Moree,4.6,23.2,0,3.8,11.2,NNW,31,NE,N,20,17,66,29,1018.4,1013.7,1,1,14.9,22.3,No
17/03/10,Williamtown,13.1,26.1,0,4.6,11,SE,31,WNW,ESE,11,22,84,52,1025.5,1024.1,1,1,18.7,24.8,No
10/7/2012,Darwin,20.8,31.3,0,5,10.1,NNW,31,SSW,N,9,20,76,59,1012.9,1009.1,6,4,24.5,29.9,No
12/10/2016,Watsonia,9.4,14.8,0,4.8,2.2,SSW,50,WNW,SSW,9,19,74,99,1017.1,1017.6,7,8,11.9,12.3,Yes
23/08/16,Sydney,8.5,18.4,1.8,0.6,6.8,SSE,37,WNW,SSW,19,20,69,57,1014.4,1013.5,1,7,11.9,15.4,Yes
8/9/2009,Melbourne,10.2,15.3,4.8,1,4.8,SSW,57,SW,SSW,28,35,82,80,1011.9,1012.2,7,7,12.3,12.7,No
26/03/11,Williamtown,16.3,22.9,0.8,4.6,2,SSW,52,SW,S,17,28,79,89,1018.3,1019.1,8,7,17.9,18.8,Yes
6/7/2011,Mildura,6.9,16,0,2.4,4.7,WNW,57,NW,WNW,15,30,85,48,1014.1,1010.5,7,6,8.8,15.3,No
3/6/2011,MountGambier,10.3,15.4,1.8,1.6,4.1,WNW,48,W,NW,13,7,92,72,1015.2,1013.7,3,8,12.4,14,Yes
5/5/2014,Nuriootpa,5.9,16.4,0,2.4,1.2,WNW,33,W,WNW,11,15,76,94,1021.8,1021,7,8,14,14.4,No
12/4/2017,Brisbane,16.1,28.3,0,5,10.4,ESE,24,SSW,ESE,7,11,55,56,1019.2,1016.4,1,2,23.3,26.6,No
16/10/14,MelbourneAirport,7.7,15.9,0,3.6,3.9,WSW,43,W,SSE,20,17,65,71,1019.3,1020,7,7,12.7,14.4,Yes
11/3/2016,AliceSprings,21.7,34.8,0,8.2,10.2,S,50,N,SE,6,17,71,31,1012.8,1008.8,4,5,26.5,33.9,No
25/10/14,SydneyAirport,17.9,25.4,0.2,6,8.4,SSW,41,WNW,SSE,11,31,70,83,1015.2,1013.9,1,6,23,21.3,No
23/08/14,Sydney,9.9,19.3,3.2,3.2,2.9,ESE,31,NW,E,4,20,92,85,1031.6,1029.3,5,7,11.8,14.8,Yes
19/05/10,Perth,10.4,22.3,0,2.2,9.4,SW,19,NNE,SW,7,9,83,52,1013.2,1011.9,1,1,15.4,21.2,No
4/1/2017,Perth,18.9,40.9,0,12.6,13.3,ENE,33,NE,W,20,15,19,12,1007.7,1005.2,1,1,34.1,38,No
11/5/2013,AliceSprings,18.2,30.8,0,8,7.2,SSW,61,NE,NE,13,9,37,28,1018.1,1013.9,7,7,23.7,29.8,Yes
18/08/11,Melbourne,8,14.1,3.6,1.6,0.2,N,30,N,N,17,19,78,67,1007.8,1007.3,8,7,10,13.9,Yes
1/1/2011,Moree,20.2,35.7,0,12,13.5,NE,37,NNE,ESE,26,11,51,20,1015.1,1010.6,0,1,23.9,33.4,No
11/10/2013,Moree,15.2,31.3,0,12,11.6,WSW,52,ESE,SW,19,26,28,14,1012,1011.3,0,0,24.8,30.1,No
22/12/13,Sale,16.9,28.2,1,4,0,NW,63,SE,W,7,9,92,73,1007.5,1008.1,8,8,18.5,23.1,Yes
22/12/15,Moree,23.1,34.3,0,10.2,5.7,WSW,52,NNE,N,26,20,55,30,1016.3,1011.8,4,6,26.6,33.4,Yes
14/04/10,CoffsHarbour,15.2,24.4,0,5,10.5,SSW,35,SW,SSE,26,15,52,44,1022,1019.6,1,1,21.2,23.8,No
6/4/2016,Darwin,25.9,33.3,0,5.8,6.9,N,46,NE,NNW,9,13,77,68,1012.8,1009.5,3,4,30.1,31,Yes
14/03/10,NorfolkIsland,18.7,24.2,0.2,9,2.5,ESE,48,SE,SE,24,28,60,60,1022.8,1021.5,7,7,21.1,22,Yes
5/4/2014,NorfolkIsland,17.6,23.4,0.4,4.6,10.7,E,33,ESE,SE,19,20,66,64,1021.1,1018.8,1,2,21.1,21.7,No
9/6/2012,Mildura,0.7,13.3,0,1,0.9,S,24,SSW,S,9,11,81,53,1029.6,1026.7,7,7,6.7,13.1,No
28/02/12,Perth,17.8,27.9,0,8.4,11.4,SE,37,ESE,ESE,15,19,56,47,1013.3,1011,3,2,22.2,26.6,No
17/01/09,Woomera,16.6,33.5,0,17.6,13.3,SSE,44,SE,S,31,17,31,8,1019.3,1016.3,1,0,21.2,31.4,No
13/08/11,PerthAirport,10.3,24.7,0,2,6.9,NNW,57,NNE,N,22,31,70,34,1009.6,1003.7,1,7,17,23,Yes
13/11/09,Sale,15.8,23.4,0,5.6,12.2,E,41,E,E,24,28,61,44,1022.4,1018.1,6,5,19.4,22.6,No
1/2/2015,PerthAirport,20.3,33.7,0,10.2,5.2,E,57,NW,E,6,31,47,50,1014.2,1011.8,7,3,23.6,31.4,Yes
20/11/14,Darwin,26.3,34.6,0,7.8,11,N,31,NW,NNW,13,20,65,42,1012.1,1008.1,6,2,30.9,33.7,No
2/11/2010,WaggaWagga,7.4,20.2,0,3.6,12.3,SSW,41,WNW,SW,13,22,71,44,1015.9,1014.9,1,5,12.2,19.2,No
20/10/09,Townsville,19.9,30.3,0,13.6,11.6,ENE,54,SE,ENE,30,35,43,30,1022,1018.3,2,1,27.1,28.2,No
4/1/2014,Darwin,27,33.4,0,7.8,9.3,W,37,WNW,W,22,20,73,58,1008.9,1005.7,7,5,30.1,32.7,No
2/5/2015,Townsville,21.6,29.7,0,9.8,9.4,NE,33,WSW,ENE,7,22,69,58,1014.4,1010.3,3,4,25.7,29,No
22/08/13,WaggaWagga,5.2,12.4,2.8,1.6,3.2,WNW,41,NW,WNW,17,30,93,75,1013.7,1011.3,7,7,7.3,11,Yes
28/07/12,Cairns,16.1,24.1,0,4.6,10.8,SE,41,SSE,SE,24,31,42,39,1018.7,1016.2,1,1,20.7,21.7,No
11/9/2014,AliceSprings,8.5,27.8,0,9.2,10.8,ESE,37,E,SE,20,20,19,12,1020.4,1017.5,6,2,19.8,26.5,No
9/2/2016,Cairns,24.3,31.4,1.2,7,3.8,SSE,39,SSE,SSW,17,15,72,93,1009.1,1007.3,5,8,29.2,26.3,Yes
14/09/09,Cobar,13.8,24.6,0,10,10.9,SSE,33,SSE,S,15,11,34,21,1021.6,1018.1,0,0,16.6,23.8,No
12/1/2009,Townsville,24.1,25.1,2.8,8.8,0,ESE,76,ESE,ESE,31,37,91,90,1005.6,1004.3,8,8,24.6,23.2,Yes
20/01/10,Brisbane,20.2,33,0.2,8.6,13,NNE,26,SSW,ENE,6,13,56,39,1012.2,1009,1,0,27.1,30.7,No
1/4/2009,Watsonia,11.8,29.5,0,6.2,10.3,SSW,24,NNE,S,2,11,85,30,1022.4,1019.7,1,3,14.3,28.4,No
1/9/2012,Darwin,20.8,34.2,0,6.2,11.1,ESE,37,SW,NNW,9,22,74,43,1014.6,1010.4,1,1,26.8,30.9,No
27/06/15,Sydney,8.3,19.4,0,1.8,9.7,W,26,WNW,W,15,11,87,44,1032.6,1029.2,0,1,9.7,19,No
16/05/12,Brisbane,10.2,24.3,0,4.8,9.9,WSW,17,SW,S,7,2,67,36,1022.8,1019.4,1,1,16.4,23.4,No
21/01/09,Cairns,23.1,32.3,62,2.4,11.8,ESE,31,S,ESE,13,20,70,57,1011.4,1007.9,5,4,29,31.8,No
14/12/11,Nuriootpa,9.1,24.7,0,7.2,8.4,SE,50,E,ENE,20,13,46,25,1018.2,1014.9,6,6,14.1,22.7,No
24/01/14,Woomera,19.1,23.5,0.8,12.4,1.3,SSE,56,S,SSE,35,24,89,92,1012.1,1011.7,7,8,19.4,20.6,Yes
15/10/11,Portland,11.4,16.9,1.2,2.4,7.5,W,61,WNW,WNW,30,39,89,70,1007.5,1008.4,7,8,11.7,14.3,Yes
12/12/2009,WaggaWagga,8,29.1,0,10,13.8,W,44,NW,W,6,20,33,18,1019.3,1015.7,1,1,18.5,27.1,No
5/11/2015,PerthAirport,10,24.5,0,7,9,WSW,37,SW,WSW,13,20,57,50,1008.2,1006.4,6,7,20.8,22,No
27/01/10,CoffsHarbour,21.9,30.6,0,6.8,5.3,SSW,46,N,S,13,13,69,83,1012.1,1012.2,3,8,28.3,25.1,No
14/09/12,Nuriootpa,8.5,12.4,0.4,3.4,0,WSW,33,WSW,SW,19,19,74,76,1025.4,1024.2,8,8,10.9,11.5,No
10/11/2012,MelbourneAirport,6.7,19.9,0.2,5.8,9,SSE,35,S,S,11,17,70,43,1026.4,1024.3,5,2,12.7,18.1,No
26/12/14,Nuriootpa,5.6,21.9,0,7.4,13.6,SE,37,SSW,SE,17,19,45,27,1019.2,1017.4,4,1,15.2,20.5,No
15/05/10,Canberra,-0.7,17.3,0,2.4,9.6,ESE,15,NW,N,6,7,78,34,1020.4,1017.4,2,3,6.3,16.9,No
20/11/10,Darwin,25.1,34.3,0,4.8,9.2,ENE,48,NE,NW,33,13,70,49,1010,1005.4,6,7,27,32.3,No
24/07/16,Hobart,1.7,9.6,6,0.6,7.4,NNW,43,N,NW,9,17,73,57,1005.1,1002.7,7,7,4.7,8.8,No
9/4/2017,Watsonia,12.1,13.7,7.4,7.8,0.5,W,61,W,WNW,33,24,76,77,1006.8,1005.4,7,7,12.1,11.4,Yes
27/02/11,Williamtown,16.5,33.3,0,7,3.2,WNW,39,NNW,WNW,11,28,63,31,1008.8,1007.9,2,7,24.6,32.2,No
30/06/11,NorfolkIsland,13,17.8,2.4,3.8,7.4,ESE,56,ESE,SE,17,22,66,82,1021.9,1018.8,2,6,16.3,14.3,Yes
17/11/09,Nuriootpa,12,30.9,0,7.2,11.4,SE,41,E,E,19,6,61,16,1011.4,1007.9,5,3,16,29.2,No
7/5/2015,Townsville,18.6,30.9,0,9.2,9.9,ENE,35,S,ENE,9,28,66,51,1016,1012.5,2,2,26.9,29.4,No
23/04/17,Darwin,24.3,33.6,0,5.2,11,WNW,26,ENE,NW,4,15,83,43,1011.9,1009.3,4,2,27.9,32.9,No
